chart_year,Genre,region,streams
2019,Orebro Indie,Sweden,6141612
2019,Permanent Wave,Argentina,4723464
2019,Permanent Wave,Australia,4311022
2019,Permanent Wave,Austria,376048
2019,Permanent Wave,Belgium,1935617
2019,Permanent Wave,Brazil,103416
2019,Permanent Wave,Canada,3733473
2019,Permanent Wave,Colombia,1465763
2019,Permanent Wave,Costa Rica,1177055
2019,Permanent Wave,Denmark,591826
2019,Permanent Wave,Ecuador,535612
2019,Permanent Wave,Finland,233501
2019,Permanent Wave,France,220920
2019,Permanent Wave,Germany,2431863
2019,Permanent Wave,Global,97422572
2019,Permanent Wave,Indonesia,167890
2019,Permanent Wave,Ireland,1311805
2019,Permanent Wave,Italy,2563529
2019,Permanent Wave,Malaysia,1651452
2019,Permanent Wave,Mexico,15796098
2019,Permanent Wave,Netherlands,8391272
2019,Permanent Wave,New Zealand,648526
2019,Permanent Wave,Norway,3836746
2019,Permanent Wave,Peru,480840
2019,Permanent Wave,Philippines,2226422
2019,Permanent Wave,Poland,1362951
2019,Permanent Wave,Portugal,441862
2019,Permanent Wave,Singapore,684866
2019,Permanent Wave,Spain,1487546
2019,Permanent Wave,Sweden,2418992
2019,Permanent Wave,Switzerland,877560
2019,Permanent Wave,Taiwan,779626
2019,Permanent Wave,United States of America,4036842
2019,Polish Hip Hop,Poland,19420678
2019,Polish Pop,Poland,100056
2019,Pop,Argentina,16287370
2019,Pop,Australia,207887645
2019,Pop,Austria,11557142
2019,Pop,Belgium,31590156
2019,Pop,Brazil,43826067
2019,Pop,Canada,178733334
2019,Pop,Chile,8919309
2019,Pop,Colombia,4916710
2019,Pop,Costa Rica,3930251
2019,Pop,Denmark,35639041
2019,Pop,Ecuador,1421490
2019,Pop,Finland,21844600
2019,Pop,France,41142827
2019,Pop,Germany,79128189
2019,Pop,Global,3909156762
2019,Pop,Indonesia,114740973
2019,Pop,Ireland,90983386
2019,Pop,Italy,29343565
2019,Pop,Malaysia,83059948
2019,Pop,Mexico,57779930
2019,Pop,Netherlands,67809388
2019,Pop,New Zealand,39872292
2019,Pop,Norway,66734352
2019,Pop,Peru,3466210
2019,Pop,Philippines,195872598
2019,Pop,Poland,20953252
2019,Pop,Portugal,15068443
2019,Pop,Singapore,77493084
2019,Pop,Spain,19152300
2019,Pop,Sweden,56077089
2019,Pop,Switzerland,22750988
2019,Pop,Taiwan,24974149
2019,Pop,Turkey,17003779
2019,Pop,United States of America,1227641069
2019,Pop Argentino,Argentina,1295813
2019,Pop Dance,Finland,7539
2019,Pop Dance,Norway,15460
2019,Pop Dance,Sweden,28905
2019,Pop Dance,Taiwan,4245
2019,Pop Punk,Australia,61101
2019,Pop Punk,Canada,30762
2019,Pop Punk,United States of America,2084114
2019,Pop R&b,Philippines,12580052
2019,Pop Rap,Philippines,234435
2019,Pop Rap,United States of America,266577
2019,Pop Rock,Ireland,5850
2019,Portuguese Pop,Portugal,4536
2019,Rap,Australia,4424062
2019,Rap,Austria,86986
